quan_cu,phuong_xa,duong_pho,ngo,dien_tich_thuc_te_m,dien_tich_tren_so_m,so_tang,hinh_so_o_thua_at,hien_trang_nha,ket_cau_nha,noi_that,co_thang_may_khong,so_phong_ngu,so_phong_ve_sinh,o_rong_mat_tien_tren_so_m,o_rong_mat_tien_thuc_te_m,chieu_sau_m,o_rong_uong_truoc_nha_m,co_via_he_neu_co_thi_ien_so_met,khoang_cach_ra_uong_o_to,khoang_cach_ra_uong_o_to_tranh,khoang_cach_ra_mat_pho,o_rong_uong_nho_nhat_khi_i_vao_nha,vi_tri_so_may_theo_quy_inh_nha_nuoc,ngo_thong_hay_ngo_cut,nha_nam_cuoi_ngo_cut,nha_may_mat_thoang,o_rong_mat_thoang_ben_canh_neu_co_thi_ien_so_met,o_rong_mat_thoang_ang_sau_nha_neu_co_thi_ien_so_met,khu_vuc_thuan_e_o_khong_kinh_doanh_buon_ban,khu_vuc_doanh_doanh_sam_uat,khu_vuc_kinh_doanh_nho,khu_vuc_kinh_doanh_van_phong,nha_ang_cho_thue,dong_tien_ang_cho_thue_bao_nhieu_1_nam,gan_truong_hoc_mam_non,gan_truong_hoc_cap_1,gan_truong_hoc_cap_2,gan_truong_hoc_cap_3,gan_truong_ai_hoc,gan_cong_vien,gan_benh_vien,gan_cho,gan_trung_tam_thuong_mai_khu_o_thi,khu_dan_tri_thap,khu_dan_tri_cao,gan_bai_o_xe_o_to,ha_tang_xay_dung_xung_quanh,cot_ien_truoc_nha,tram_ien_bien_ap_truoc_nha,cay_truoc_to_truoc_nha,nha_khuat_mat_tien,canh_nha_tang_le,mo_nghia_trang,nam_duoi_chan_cau_hoac_uong_ien_cao_the,nha_nam_trong_quy_hoach,at_dinh_tranh_chap_di_chuc_chua_ro_rang,at_khong_so,loai_at_neu_khac_thi_ien_bao_nhieu_at_o_bao_nhieu_at_nong_nghiep_at_trong_cay_lau_nam,gia_tri_tuong_lai,ngay_gia_chao_cuoi,gia_chot,gia_hien_tai
thanh xuân,khương đình,khương hạ,,39,38.5,4,thóp hậu < 20% so với mặt tiền,mới xây xong,nhà khung cột,nội thất cơ bản,0,4,3,4.02,4,10.85,2.5,0,20,100,150,2,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,0,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,5/3/2025,7200000000,"8,312,493,628.80"
thanh xuân,khương đình,khương hạ,,37,36.8,7,thóp hậu < 20% so với mặt tiền,mới xây xong,nhà khung cột,nội thất cơ bản,1,4,4,3.7,3.7,10.14,3,0,50,100,150,2,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,0,300–500m,"xung quanh xây có căn cao tầng, có căn không",to,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,24/04/2025,8300000000,"9,698,683,870.70"
thanh xuân,khương đình,khương hạ,,45,44.9,4,nở hậu,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,4,3,3.4,3.4,11.2,2,0,100,150,200,2,3,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,0,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,26/04/2025,7700000000,"8,997,574,193.30"
thanh xuân,khương đình,khương hạ,,34.5,35,5,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,3,4,3.54,3.54,10,2,0,20,100,150,2,3,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,11/4/2025,6700000000,"7,829,058,064.30"
thanh xuân,khương đình,khương hạ,,43,42.9,6,nở hậu,mới xây xong,nhà khung cột,nội thất cơ bản,1,3,4,4.95,5,8.2,2,0,20,20,100,2,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,16/04/2025,11250000000,"13,145,806,451.25"
thanh xuân,khương đình,khương hạ,,40.6,40.6,5,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,6,5,3.94,4,10.35,6,0,0,0,50,6,2,1,0,chỉ có 1 mặt tiền,0,0,0,0,1,1,không,0,1,1,1,1,1,0,1,1,1,0,0,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,17/08/2025,13400000000,"12,584,734,512.80"
thanh xuân,khương trung,khương trung,,28,26,4,nở hậu,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,2,3,3.45,1,6,2,0,60,500,1000,1,4,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,0,0,0,1,0,1,0,không có,"xung quanh xây có căn cao tầng, có căn không",không,không,không,>=50%,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,21/07/2025,3950000000,"3,802,978,464.10"
thanh xuân,khương trung,khương trung,,25,21.7,5,nở hậu,xây < 5 năm,nhà tường chịu lực,chỉ có nội thất liền tường,0,4,3,3,3,7.2,2.5,0,30,500,1000,2.5,3,1,0,chỉ có 1 mặt tiền,1.5,0,1,0,0,0,không,0,1,1,1,1,0,0,0,1,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,30/06/2025,4350000000,"4,261,158,425.76"
thanh xuân,,khương trung,,59,58.2,8,nở hậu,mới xây xong,nhà tường chịu lực,nội thất cơ bản,1,13,13,2,2,8.6,2.5,0,15,20,15,2.5,3,0,1,chỉ có 1 mặt tiền,1,0,1,0,0,0,phòng trọ,800000000,1,1,1,1,0,0,0,0,1,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,22/04/2025,14600000000,"14,582,767,052.06"
thanh xuân,,khương trung,,37,34,5,vuông,mới xây xong,nhà tường chịu lực,chỉ có nội thất liền tường,0,5,4,3.3,3.5,11,5,0,10,10,10,5,1,1,0,chỉ có 1 mặt tiền,0,0,0,0,1,0,không,0,1,1,1,0,0,0,0,1,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,16/05/2025,9985000000,"9,610,227,881.68"
thanh xuân,,khương trung,,30,28,5,vuông,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,3,3,3.15,3.5,10,3,0,40,500,800,2,3,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,0,1,1,0,0,0,0,1,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,>=50%,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,13/05/2025,5730000000,"5,514,932,975.67"
thanh xuân,,khương trung,,45,40,5,vuông,mới xây xong,nhà tường chịu lực,nội thất cơ bản,0,4,3,4.4,4.4,9.2,3,0,700,700,700,1.5,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,0,1,1,0,0,0,0,1,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,nhỏ,không,không,>=50%,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,3/5/2025,10300000000,"9,913,404,825.37"
thanh xuân,,khương trung,,20,20,5,vuông,mới xây xong,nhà khung cột,nội thất cơ bản,0,2,2,3.1,3.1,6.5,2,0,400,400,400,2,3,1,0,lô góc 2 mặt thoáng,1,0,1,0,1,0,không,0,0,1,0,0,0,0,0,1,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,10/4/2025,3500000000,"3,495,868,813.85"
thanh xuân,,khương trung,,25,25,4,vuông,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,3,3,4.2,4,6,1,0,400,400,400,1,4,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,0,1,1,0,0,0,0,1,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,8/4/2025,4500000000,"4,494,688,474.95"
thanh xuân,,khương trung,,38,35.6,5,nở hậu,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,6,4,4.08,4.1,9,2.5,0,400,400,400,1.5,3,1,0,lô góc 2 mặt thoáng,0,0,1,0,0,0,không,0,0,1,1,0,0,0,0,1,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,nhỏ,không,không,>=50%,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,7/7/2025,7300000000,"7,028,289,313.40"
thanh xuân,,khương trung,,45,42,4,méo mó,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,4,4,3.6,3.6,12,4,0,5,60,60,1.5,4,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,0,1,1,0,0,0,0,1,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,16/06/2025,9800000000,"9,599,851,166.08"
thanh xuân,,khương trung,,40,39.7,4,vuông,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,3,2,4.3,4.3,9,1.5,0,30,300,300,1.5,4,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,0,1,1,0,0,0,0,1,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,>=50%,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,4/7/2025,7000000000,"6,739,455,506.00"
thanh xuân,,khương trung,,43,39.6,4,méo mó,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,4,2,4.55,4.7,9.2,2,0,8,300,300,1.5,4,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,0,1,1,0,0,0,0,1,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/6/2025,7500000000,"7,346,824,872.00"
thanh xuân,,khương trung,,43,42.7,5,méo mó,mới xây xong,nhà khung cột,nội thất cơ bản,0,7,5,5,5,9,2,0,6,300,300,1.5,4,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,0,1,1,0,0,0,0,1,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,17/07/2025,9600000000,"9,242,681,836.80"
thanh xuân,,khương trung,,27,27,4,nở hậu,mới xây xong,nhà khung cột,nội thất cơ bản,0,3,3,3.43,3.4,8,2,0,50,400,400,1,4,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,0,1,1,0,0,0,0,1,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,8/5/2025,5900000000,"5,678,552,278.61"
thanh xuân,,khương trung,,92,88,4,nở hậu,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,4,2,3.9,4,20,5,0,0,300,300,5,1,1,0,chỉ có 1 mặt tiền,0,0,1,1,1,0,không,0,0,1,1,0,0,0,0,1,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,quy hoạch 1/2000,0,có sổ,100% đất thổ cư,không có,31/05/2025,16300000000,"15,688,203,752.77"
thanh xuân,hạ đình,kim giang,,36,35.8,6,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,5,5,3.8,3.8,9,3,0,50,50,50,3,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,0,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,23/06/2025,9500000000,"9,825,968,066.00"
thanh xuân,hạ đình,kim giang,,39,38.4,4,thóp hậu < 20% so với mặt tiền,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,4,3,3.68,3.7,11.7,2,0,50,50,50,2,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,0,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,21/05/2025,7800000000,"7,995,000,000.00"
thanh xuân,khương mai,lê trọng tấn,,22,21.6,6,thóp hậu < 20% so với mặt tiền,mới xây xong,nhà khung cột,nội thất cơ bản,0,3,3,3.58,3.6,6.2,3.5,0,20,20,20,3.5,2,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,18/04/2025,6700000000,"6,134,318,981.91"
thanh xuân,khương mai,lê trọng tấn,,25,24.9,5,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,4,3,4.06,4.06,6,3,0,50,100,100,3,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,21/05/2025,6500000000,"6,179,441,039.20"
thanh xuân,khương mai,lê trọng tấn,,54.5,54.5,4,vuông,mới xây xong,nhà khung cột,nội thất cơ bản,1,4,3,5,5,11,4,0,0,50,50,4,2,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,27/03/2025,17150000000,"17,559,223,593.10"
thanh xuân,thanh xuân trung,nguyễn huy tưởng,,64,63.4,3,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,3,1,4.35,4.35,14.66,1.5,0,20,20,20,1.5,4,0,0,"thoáng trước, sau",0,1,0,0,1,1,không,0,1,1,1,1,1,0,0,1,1,0,0,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,không sổ,xí nghiệp giao thông vận tải,không có,30/05/2025,10300000000,"10,967,529,682.10"
thanh xuân,khương mai,nguyễn ngọc nại,,52.4,52.4,3,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,3,2,3.4,3.4,16.01,3,0,20,20,20,3,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",nhỏ,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,14/05/2025,13150000000,"11,099,737,745.89"
thanh xuân,khương mai,nguyễn ngọc nại,,40,40,5,vuông,xây < 5 năm,nhà khung cột,nội thất cơ bản,0,6,4,4,4,10,3.5,0,50,50,50,2.5,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,26/07/2025,12300000000,"10,481,513,589.72"
thanh xuân,khương mai,nguyễn ngọc nại,,81.5,81.5,4,vuông,xây 5–10 năm,nhà khung cột,chỉ có nội thất liền tường,0,5,2,3.9,3.9,15,12,3,0,0,0,12,1,1,0,chỉ có 1 mặt tiền,0,0,0,1,1,1,không,0,1,1,1,1,1,0,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",nhỏ,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,5/7/2025,27600000000,"23,519,493,908.64"
thanh xuân,khương mai,nguyễn ngọc nại,,70,70,5,thóp hậu < 20% so với mặt tiền,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,6,3,6.4,6.4,12,6,0,0,0,50,6,2,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,1,300–500m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,23/05/2025,17420000000,"14,703,987,188.85"
thanh xuân,,nguyễn quý đức,,46,46,5,méo mó,nhà cũ mới sửa lại đẹp (chỉ tích chọn nếu chủ sửa lại đẹp long lanh),nhà khung cột,nội thất cơ bản,0,4,2,3.9,3.9,11,3,0,50,50,50,3,2,1,0,"thoáng trước, sau",0,2.47,1,0,0,0,không,0,0,1,1,0,0,0,0,0,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,18/03/2025,11400000000,"11,486,888,086.80"
thanh xuân,,nguyễn trãi,,28,23.9,5,nở hậu,nhà cũ mới sửa lại đẹp (chỉ tích chọn nếu chủ sửa lại đẹp long lanh),nhà khung cột,nội thất cơ bản,0,3,4,3.04,3.1,7.95,2,0,13,30,200,2,3,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,0,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,24/03/2025,5160000000,"5,116,195,187.23"
thanh xuân,,nguyễn trãi,,36,33.4,4,thóp hậu < 20% so với mặt tiền,xây 10–15 năm,nhà khung cột,nội thất cơ bản,0,4,3,3.08,3.1,10.59,3,0,70,70,150,2,3,1,0,lô góc 2 mặt thoáng,2,0,0,0,1,0,không,0,1,1,1,1,1,0,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,13/08/2025,7475000000,"6,906,913,037.90"
thanh xuân,thanh xuân trung,nguyễn trãi,,29.6,29.6,5,vuông,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,3,2,3.23,3.2,6.9,2.5,0,5,15,15,2.5,3,0,0,"thoáng trước, sau",0,2.22,1,1,1,0,không,0,0,0,0,0,1,0,0,1,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,14/05/2025,5450000000,"5,455,148,794.85"
thanh xuân,thanh xuân nam,nguyễn trãi,,59,45,5,vuông,mới xây xong,nhà khung cột,nội thất cơ bản,0,6,5,4.8,4.8,12,3,0,30,30,60,3,2,0,1,chỉ có 1 mặt tiền,0,0,1,1,0,0,không,0,0,0,0,0,0,0,0,0,0,0,1,không có,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,21/04/2025,12300000000,"12,446,848,137.90"
thanh xuân,thượng đình,nguyễn trãi,,30,11.5,1,vuông,xây > 15 năm,"đất, nhà cấp 4 cũ","đất, nhà cấp 4 cũ",0,1,1,2.5,2.5,12,1.5,0,3,5,5,1.5,4,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,0,0,1,0,0,0,0,0,1,100–300m,xung quanh ít nhà cao tầng,không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,15/01/2025,1540000000,"1,542,079,254.10"
thanh xuân,,nguyễn trãi,,30,28,4,vuông,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,3,2,3.75,4,7.6,2,0,200,200,200,1,4,1,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,0,0,0,0,1,0,0,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,13/05/2025,5000000000,"5,004,723,665.00"
thanh xuân,,nguyễn trãi,,44,44,5,nở hậu,xây < 5 năm,nhà tường chịu lực,nội thất cơ bản,0,5,3,4.02,4.4,11.2,1.5,0,7,7,15,1,4,0,0,chỉ có 1 mặt tiền,0,0,1,1,0,0,không,0,0,0,0,0,1,1,0,1,1,0,1,100–300m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,16/04/2025,8500000000,"8,601,480,420.50"
thanh xuân,,nguyễn trãi,,23,23,4,nở hậu,nhà cũ mới sửa lại đẹp (chỉ tích chọn nếu chủ sửa lại đẹp long lanh),nhà tường chịu lực,nội thất cơ bản,0,3,3,4.1,5.3,6,2,0,150,150,150,1.5,4,0,1,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,0,0,0,0,1,0,0,0,1,0,1,300–500m,xung quanh đồng bộ xây nhà cao tầng,không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,không có,27/03/2025,4700000000,"4,660,100,267.44"
thanh xuân,,nguyễn tuân,,22.2,22.2,4,vuông,xây > 15 năm,nhà khung cột,chỉ có nội thất liền tường,0,2,3,3.2,3.2,6.95,2,0,0,0,250,2,3,0,0,lô góc 2 mặt thoáng,7,0,0,0,1,1,không,0,1,1,1,1,1,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,10/5/2025,6300000000,"7,358,988,684.60"
thanh xuân,,nguyễn tuân,,21.1,21.1,4,vuông,xây > 15 năm,nhà khung cột,chỉ có nội thất liền tường,0,2,3,3.1,3.1,6.79,3,0,10,10,200,3,3,0,0,chỉ có 1 mặt tiền,0,0,0,0,1,1,không,0,1,1,1,1,1,1,1,1,1,0,1,dưới 100m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,1/6/2025,5400000000,"6,763,547,255.40"
thanh xuân,,nguyễn viết xuân,,40,37,5,nở hậu,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,3,4,4.3,4.3,9,2,0,20,20,130,2,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,26/06/2025,8900000000,"7,641,263,704.84"
thanh xuân,,nguyễn xiển,,22,28,5,vuông,xây > 15 năm,nhà khung cột,nội thất cơ bản,0,3,4,5.1,4.5,5,5,0,0,0,30,5,2,1,0,chỉ có 1 mặt tiền,0,0,0,0,1,1,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,5/7/2025,7400000000,"7,784,396,959.00"
thanh xuân,,nguyễn xiển,,40,39.2,3,nở hậu,xây > 15 năm,,nội thất cơ bản,0,2,3,1.03,1.03,12.63,2,0,100,100,100,1.5,4,1,0,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,1,1,0,1,1,1,0,0,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,>=50%,không có,không có,0,không có quy hoạch,0,không sổ,100% đất thổ cư,không có,17/03/2025,2500000000,"2,484,208,358.25"
thanh xuân,,nguyễn xiển,,30,28.9,3,vuông,xây 10–15 năm,nhà khung cột,nội thất cơ bản,0,3,3,4.28,4.3,6.91,2,0,50,80,200,2,3,1,0,chỉ có 1 mặt tiền,0,0,0,0,1,0,không,0,1,1,1,1,1,0,1,1,1,1,0,100–300m,xung quanh ít nhà cao tầng,không,không,không,không,không có,cách nhà 100–200m,0,,0,không sổ,100% đất thổ cư,không có,20/06/2025,2450000000,"2,899,741,031.60"
thanh xuân,,nhân hòa,,49,49,5,thóp hậu  20 - 50% so với mặt tiền,xây 5–10 năm,nhà khung cột,nội thất cơ bản,0,5,4,7.5,7.5,6.6,2.5,0,20,20,50,2.5,3,1,0,chỉ có 1 mặt tiền,0,0,0,0,1,1,không,0,1,1,1,1,1,1,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,không có,26/04/2025,11250000000,"14,146,957,800.00"
thanh xuân,,nhân hòa,,28,25.9,3,vuông,xây > 15 năm,nhà khung cột,chỉ có nội thất liền tường,0,2,2,3.08,3.08,8.2,2,0,20,20,130,2,3,1,0,chỉ có 1 mặt tiền,0,0,0,0,1,0,không,0,1,1,1,1,1,0,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,23/06/2025,5970000000,"5,567,655,021.86"
thanh xuân,,nhân hòa,,22,16,5,vuông,nhà cũ mới sửa lại đẹp (chỉ tích chọn nếu chủ sửa lại đẹp long lanh),nhà khung cột,nội thất cơ bản,0,3,3,4,4,4,2,0,50,70,70,2,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,1,0,không,0,1,1,1,1,1,0,1,1,1,0,0,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,không có quy hoạch,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,11/7/2025,4700000000,"5,322,808,153.10"
thanh xuân,,phan đình giót,,32.5,32.5,4,nở hậu,xây 10–15 năm,nhà khung cột,nội thất cơ bản,0,4,3,3.5,3.5,6.9,2.5,0,80,100,150,2.5,3,0,0,chỉ có 1 mặt tiền,0,0,1,0,0,0,không,0,1,1,1,1,1,0,1,1,1,0,1,100–300m,"xung quanh xây có căn cao tầng, có căn không",không,không,không,không,không có,không có,0,quy hoạch 1/2000,0,có sổ,100% đất thổ cư,tầm nhìn có quy hoạch phụ cận ngay gần nhà,16/04/2025,5450000000,"5,877,757,370.95"
